id,song_name,class,label,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
73,201501132_H2.mp3,happy,2,117.4538352273,6123,255.125,0.2775181234,0.2855560184,0.0815422386,0.4242522221,0.2715378175,0.0737327863,0.2412537086,0.1585243874,0.0251299814,2.4596586227,13.5621700287,183.9324645996,-3.6324412823,48.3404006958,2336.7941894531,0.0076650856,3.2920012474,10.8372716904,0.0971923172,0.042237334,0.0017839924,2408.5831907038,1240.8448562607,1539695.9573085,2580.8400933886,559.0171122537,312500.131792514,23.6542191679,6.3773134609,40.670126979,5212.3242434523,2266.5740489309,5137357.91928704,1.0029488872,1.2302090902,1.5134144056,-0.0361577398,0.0947019841,0.0089684658,0.1026214034,0.0524259496,0.0027484802,-0.000000128,0.0929750726,0.0086443638,-4.53927605121862E-05,0.032494016,0.001055861,3.449324263,1.4225794803,2.0237323778
74,20172117_H2.mp3,happy,2,83.3543346774,2421,186.2307692308,0.4111789167,0.2998151779,0.0898891464,0.4572267917,0.2799297622,0.0783606718,0.2559457521,0.1335106936,0.0178251053,6.6040802002,64.3895568848,4146.0151367188,1.7848477364,46.5812759399,2169.8154296875,0.0386917554,3.7519378662,14.0770378113,0.1531201005,0.0749169737,0.0056125531,1611.1507600879,809.7385759957,655676.561455483,1963.6754864519,427.817827872,183028.093845138,19.5726117184,7.1622041045,51.2971676343,3211.7760699728,1718.7821933402,2954212.22814315,1.7593227341,2.342070658,5.4852949672,0.0262617927,0.0729660936,0.0053240508,0.0627417818,0.0619335466,0.0038357642,-1.3848599337507E-05,0.1229205281,0.0151094561,0.0002427523,0.078244172,0.0061221509,2.8920453515,1.4390280037,2.0708015953
75,201501175_H2.mp3,happy,2,123.046875,9487,316.2333333333,0.467933923,0.2751939893,0.0757317245,0.5675360001,0.2426496312,0.0588788435,0.2698412921,0.1025622271,0.0105190104,0.2382994294,1.8935182095,3.5854113102,-6.770234108,53.9154777527,2906.87890625,0.0487157665,2.7711379528,7.6792054176,0.0303177796,0.0182488542,0.0003330207,3195.7252096529,919.4574033286,845401.916535799,2879.8608443112,343.9334944208,118290.248584533,19.760016648,6.6190730262,43.8121277262,6641.3731111628,1515.7497499572,2297497.30449534,0.4375880256,0.6282313315,0.3946746058,-0.0136495998,0.043821803,0.0019203504,0.2054776278,0.1106658876,0.0122469387,-1.05306035038666E-05,0.0205473639,0.0004221941,-0.0001045049,0.0199708845,0.0003988362,2.1269478458,1.1615873695,1.3492852171
76,201531031_H2.mp3,happy,2,64.599609375,2395,217.7272727273,0.4378380179,0.2954874337,0.087312825,0.5150004494,0.2660956405,0.0708068899,0.2635932564,0.1176942161,0.0138519285,3.5581898689,23.5664024353,555.3753051758,-2.5611665249,38.2868766785,1465.8850097656,0.0716086403,4.9560465813,24.5623989105,0.1202103421,0.0477877408,0.0022836681,2884.4398283522,946.3990751785,895671.209498754,2644.4816413168,483.2949828965,233574.040492924,18.9529888117,7.5649255347,57.2280983463,5920.9783380682,1708.2575234818,2918143.76653226,1.5811920657,1.9746638798,3.8992974383,0.0196553464,0.057607612,0.003318637,0.1353405709,0.080305964,0.0064490479,0.000000225,0.0863913223,0.0074634603,3.55185802618507E-05,0.0670054555,0.004489731,4.4117913832,2.2590760585,5.1034246381
77,201564070_H1.mp3,happy,2,103.359375,14890,437.9411764706,0.2702965438,0.2856102884,0.0815732405,0.4720773493,0.2606379529,0.0679321425,0.2529005241,0.1391928814,0.0193746582,1.362608552,6.5329370499,42.6792678833,-10.9226408005,45.9585647583,2112.1896972656,0.0056805923,2.8906121254,8.355638504,0.0764536262,0.0272113774,0.000740459,2319.9721901558,781.9543548429,611452.613057848,2435.9262009379,505.7309293309,255763.772881923,23.5232816448,6.8811629496,47.3504035392,4922.6721102304,1841.0250462606,3389373.22095877,0.9448788279,1.1585836791,1.3423161415,-0.0318742676,0.0767520141,0.0058908717,0.1237321999,0.0519543361,0.002699253,-5.6935768952826E-06,0.0631081536,0.0039826394,6.08288701187121E-06,0.0317783393,0.0010098628,1.6590657596,1.0117740538,1.023686736
78,201502181_H1.mp3,happy,2,123.046875,4715,235.75,0.2830385864,0.2908783853,0.0846102387,0.4715901773,0.2726970943,0.0743637053,0.2494329921,0.145315229,0.0211165158,0.4680509567,2.8744566441,8.2625007629,-12.8404045105,70.651802063,4991.6767578125,0.0410432816,5.6287460327,31.6827812195,0.04143681,0.0204257797,0.0004172125,2055.2338643174,971.5577591199,943924.479306081,2430.6288322901,742.5428607446,551369.900042838,23.1975830417,6.8234590681,46.5595936534,4629.638671875,2396.0621326223,5741113.74338625,0.4484340843,0.6220929845,0.3869996813,-0.010173886,0.0830760598,0.0069016317,0.0745217546,0.0509329948,0.00259417,1.5827498600629E-06,0.0347424001,0.0012070343,0.000012418,0.0216063615,0.0004668348,2.4729251701,1.1936840969,1.4248817232
79,201556069_H1.mp3,happy,2,143.5546875,3101,163.2105263158,0.3891756535,0.2842069566,0.080773592,0.5576470024,0.2538727057,0.0644513507,0.2732322129,0.0931530524,0.0086774912,7.3793592453,50.9782028198,2598.77734375,4.8828206062,23.3484096527,545.1482543945,0.0252333116,2.8320317268,8.020403862,0.1842744797,0.0499160066,0.0024916078,2808.1773804685,460.106984448,211698.437137797,2631.8672422545,254.4986005761,64769.5376952036,20.3639143178,6.5534837717,42.9481495454,5893.5197901657,864.2232757149,746881.870287331,2.4971541917,2.7686123576,7.6652143864,-0.0038382816,0.0576068779,0.0033185524,0.1260708416,0.0391246472,0.001530738,-3.51014000443683E-06,0.1466747522,0.0215134826,-0.0002563268,0.0765396655,0.0058583207,1.9051972789,1.0438518926,1.0896267737
80,20161058_H1.mp3,happy,2,123.046875,17564,418.1904761905,0.3788186014,0.3004353344,0.0902613848,0.559471954,0.2619549819,0.0686204126,0.2669160347,0.1099507333,0.0120891637,14.3494901657,95.7953491211,9176.7490234375,5.8596944809,23.2987270355,542.8306884766,0.0208581928,2.5077106953,6.2886128426,0.2367204577,0.0831567198,0.0069150403,2612.2413856215,501.8398546768,251843.239742022,2868.2264185581,225.1970654343,50713.718280199,19.4983695701,6.1757700214,38.1401353576,6136.0771099634,1057.5834244792,1118482.69973305,2.8090733694,3.2569062017,10.6074380066,0.0031110387,0.0498298261,0.0024830116,0.0894126141,0.0338789341,0.0011477822,2.77967205875029E-06,0.1613297909,0.0260273032,-0.0001691279,0.1383872479,0.0191510301,2.8084535147,1.6693593133,2.7867605169
81,201502014_H1.mp3,happy,2,129.19921875,8819,293.9666666667,0.4590100944,0.2800169885,0.0784095153,0.5282838426,0.2589037366,0.0670311448,0.2596089388,0.1262399788,0.0159365322,0.6967685223,4.403441906,19.3903007507,-2.0596828461,45.7478675842,2092.8674316406,0.0543362424,2.9724550247,8.8354892731,0.0537661687,0.0160782821,0.0002585111,2779.6761064015,441.8964173495,195272.443666324,2940.0493064914,233.1075480606,54339.1289628273,18.4349703768,6.2059795389,38.514182037,6436.0470006962,913.3272769182,834166.714762861,0.6743214931,0.7742244723,0.5994235336,-0.015690266,0.064183891,0.0041195719,0.1015850608,0.0352722911,0.0012441345,4.17741830460727E-07,0.0381791592,0.0014576481,5.77485661779065E-05,0.0254085064,0.0006455922,3.2658866213,1.7836080598,3.1812577109
82,20161087_H2.mp3,happy,2,123.046875,2706,169.125,0.2415783703,0.2996733189,0.0898040906,0.4108824389,0.2951882147,0.0871360821,0.2325119722,0.1710892052,0.0292715161,1.6337777376,12.5983123779,158.7174835205,-3.9739074707,66.9810333252,4486.4584960938,0.0839418098,3.6491816044,13.316526413,0.0745634362,0.0424079858,0.0017984372,1773.5812314391,718.7801796799,516644.946700637,2054.6862671445,468.9229095547,219888.695105205,26.3653719215,13.3203997701,177.4330500349,3643.7327232272,1577.9027839313,2489777.19553823,0.6968191927,0.992061892,0.9841867975,-0.0074734526,0.0882479073,0.0077876932,0.0883596469,0.0565132858,0.0031937515,-5.61279230169021E-05,0.0747462586,0.0055870032,-9.29904053919017E-05,0.0276369527,0.0007638012,2.5611609977,1.2202986433,1.4891287787
83,201502014_H2.mp3,happy,2,129.19921875,7675,274.1071428571,0.3748986423,0.2826104462,0.0798686668,0.6170261445,0.2258442867,0.0510056418,0.275864932,0.0850404177,0.0072318726,1.7309749126,8.0592823029,64.9520339966,0.3319206536,35.2712745667,1244.0628662109,0.0223846342,2.4396038055,5.951666832,0.0849079192,0.0240079258,0.0005763805,2528.7561250853,347.0102470512,120416.111558513,2816.2320869333,195.0388409303,38040.149471422,19.3647587915,6.1605553078,37.9524417002,5922.7679262067,824.4453780399,679710.18137137,1.1644794706,1.3079042624,1.7106135596,-0.0097369257,0.0492409699,0.0024246731,0.102919374,0.0256023378,0.0006554797,2.40040571952704E-06,0.0563452728,0.0031747899,0.0001183858,0.0416646414,0.0017359423,2.477569161,1.4136948374,1.9985330932
84,201556137_H2.mp3,happy,2,103.359375,8935,330.9259259259,0.321542114,0.3088811934,0.0954075977,0.5192636306,0.2783838231,0.0774975529,0.2643458454,0.1159939971,0.0134546074,10.8839550018,70.5853805542,4982.2958984375,4.5360589027,30.17527771,910.5473632813,0.0691244528,3.9084451199,15.2759428024,0.2080875337,0.0763283968,0.0058260239,2508.1842220748,856.1776453978,733040.160478956,2638.4709139245,393.0218443309,154466.1701213,20.6859233709,6.6554824269,44.2954463343,5490.4450672839,1693.7546139321,2868804.69221616,2.2932782222,2.6801209832,7.1830484844,0.0005644961,0.0607183582,0.003686719,0.1078441917,0.0603360364,0.0036404373,1.9752273146878E-05,0.1405397356,0.0197514184,-4.79174377687741E-05,0.1225181594,0.0150106987,2.3986213152,1.2412819622,1.5407809097
85,20161096_H2.mp3,happy,2,135.9991776316,9135,294.6774193548,0.2455825955,0.2911284268,0.084755756,0.4426068459,0.2772090586,0.0768448622,0.2421858806,0.1570965708,0.0246793326,10.6447944641,78.5049057007,6163.0205078125,0.4305565059,41.6069602966,1731.1390380859,0.0256107263,3.2302212715,10.4343299866,0.2041667104,0.0692389086,0.0047940267,1617.5630605136,605.5367304998,366674.731984417,2000.5696720364,584.5801876171,341733.995754415,23.5684654446,8.5584596578,73.2472317139,3546.557901072,1688.0848645307,2849630.50985744,2.0536084254,2.2953371014,5.2685724092,0.0017136288,0.0773409153,0.0059816172,0.0654540205,0.0308593623,0.0009523002,-1.48425742736436E-05,0.1883726716,0.0354842618,5.93094118812587E-05,0.0676324889,0.0045741531,2.0212970522,1.1763943798,1.3839037369
86,20172066_H1.mp3,happy,2,112.3471467391,5073,241.5714285714,0.26790452,0.2944479287,0.0866995826,0.5385010355,0.259078798,0.0671218236,0.2681565196,0.1068897299,0.0114254143,13.2719449997,90.56590271,8202.1826171875,5.0776104927,38.1384086609,1454.5383300781,0.0223374087,2.720908165,7.4033408165,0.2283756733,0.0724890158,0.0052546575,1707.1991000767,548.8438717964,301229.5956085,2256.2216895338,376.7679848342,141954.114396021,22.6176917058,6.7765274088,45.9213237223,3646.3532640597,1552.5156508152,2410304.84602612,2.2767365829,2.6588350793,7.0694039787,-0.0071078643,0.0577814442,0.0033386953,0.0710942741,0.0355052848,0.0012606252,-1.41214206905715E-06,0.1838588864,0.0338040888,-0.0003383533,0.102291055,0.0104634603,2.5437460317,1.6149386646,2.6080268905
87,2018900027_H1.mp3,happy,2,89.1029094828,12512,431.4482758621,0.2800089419,0.3048643768,0.0929422826,0.4670706162,0.2741949108,0.0751828491,0.2509353667,0.1427052033,0.0203647751,4.5720057487,39.4911499023,1559.55078125,-0.7567170262,52.2187080383,2726.7934570313,0.0088092592,2.2819743156,5.2074065208,0.1320158243,0.060094621,0.0036113635,1710.6461235969,722.7763243872,522405.615094657,1928.0729668214,317.8771781196,101045.900369308,24.8746278634,8.9335631142,79.8085499149,3418.9584305037,1289.5783339939,1663012.27950649,1.3173452799,1.5637622507,2.4453523768,0.0287581643,0.0760540046,0.0057842116,0.1038458175,0.0782084683,0.0061165645,-4.69584210804896E-06,0.1244374141,0.0154846692,-9.0716130216606E-06,0.0469151102,0.0022010277,3.1602358277,1.5548859079,2.4176701867
88,20172027_H2.mp3,happy,2,135.9991776316,6494,249.7692307692,0.2937417328,0.2826991379,0.0799187943,0.3942037156,0.2867385612,0.0822190025,0.2250651224,0.1807734052,0.032679024,5.9576411247,33.9368057251,1151.7066650391,3.7568337917,39.8478965759,1587.8548583984,0.0068415063,2.518581152,6.3432507515,0.1553975344,0.0448934659,0.0020154233,1730.1095525693,555.1149005199,308152.55277925,2277.3397502547,453.5572013394,205714.13488679,22.4270559934,6.2853935167,39.5061716592,3827.6723500845,1665.2166707365,2772946.56049866,1.7345764153,1.9080073664,3.6404921104,-0.0320106219,0.0854051774,0.0072940443,0.0693057734,0.0239326867,0.0005727735,-6.44150577500113E-06,0.1324968189,0.0175554082,-0.000017731,0.0598209985,0.003578552,2.5843809524,1.4796067759,2.1892362113
89,20172027_H1.mp3,happy,2,89.1029094828,1917,159.75,0.2346745133,0.284604609,0.0809997842,0.4381189251,0.2742545828,0.0752155762,0.2532081775,0.1386324356,0.0192189522,6.1186919212,34.4152336121,1184.408203125,-3.0681951046,47.9033355713,2294.7297363281,0.0379183218,3.4114100933,11.6377182007,0.1595785171,0.0334630683,0.001119777,1420.6265950053,503.3753842523,253386.777471199,1671.1581487955,493.7394570629,243778.651460734,23.0418753019,6.4548983595,41.6657128312,2916.7275766226,1240.8285666547,1539655.53182642,1.788741997,1.9063417471,3.6341388569,0.0157091113,0.0783011673,0.0061310728,0.0590707632,0.018276014,0.0003340127,-1.00756178653683E-05,0.1367755681,0.0187075567,-0.0001563052,0.0509469956,0.0025955965,1.7740045351,1.0048742219,1.0097722018
90,20172066_H2.mp3,happy,2,83.3543346774,2691,207,0.3324802816,0.3052688837,0.0931890979,0.5047540344,0.2729812646,0.0745187708,0.2661307083,0.1118381843,0.0125077795,1.9628298283,17.4337558746,303.9358520508,-1.8126072884,51.2096481323,2622.4279785156,0.0165770259,3.5867111683,12.8644971848,0.0858239233,0.0342756696,0.0011748215,2145.9969357028,928.844151707,862751.458160352,2511.0580178461,499.508856848,249509.098069595,22.3179380244,6.9404214129,48.1694493884,4735.2424876462,1983.4175316108,3933945.10470119,0.8212042843,0.9716421332,0.9440884351,0.0122850379,0.0617034191,0.0038073119,0.0775899568,0.0508984424,0.0025906514,-1.65906487836764E-06,0.0687823296,0.0047310088,-3.62012578989379E-05,0.0410212986,0.0016827469,2.0375510204,1.1917940028,1.420372945
91,201556005_H2.mp3,happy,2,151.9990808824,12268,322.8421052632,0.4122745991,0.2873458862,0.082567662,0.5629251786,0.2463424957,0.0606846252,0.2721416004,0.0962926928,0.0092722827,0.7532663941,3.8992571831,15.2042074203,-5.0780220032,34.9891700745,1224.2419433594,0.0065950751,2.3949952126,5.7360019684,0.0580265038,0.022446828,0.0005038601,2946.1557123676,716.4741770376,513335.246361658,2659.1301752138,310.3988670102,96347.4566412455,18.0753438089,6.4912850729,42.1367818976,6089.5515057029,1259.8080354901,1587116.28628538,0.9546394819,1.1412390784,1.3024266341,-0.0023590783,0.0502495702,0.0025250193,0.1590420415,0.0747447417,0.0055867764,1.87968851150799E-06,0.0355618112,0.0012646425,-4.67732752440497E-06,0.0354568064,0.001257185,3.2798185941,1.5452504736,2.3877990261
92,201531031_H1.mp3,happy,2,95.703125,4047,224.8333333333,0.3178426921,0.2958042324,0.0875001401,0.429072451,0.2762637982,0.0763216862,0.2430165892,0.1558084424,0.0242762707,2.2387855053,11.8489093781,140.3966522217,-4.839931488,57.957736969,3359.0993652344,0.0812781155,3.4086873531,11.6191492081,0.0911369249,0.0376222581,0.0014154342,1603.3836663794,783.8477293064,614417.262738867,2137.21242345,609.2607401582,371198.649498171,23.8157482494,7.7134281489,59.4969738076,3609.8994588761,1990.0442925019,3960276.28611946,0.9308126884,1.2299061203,1.5126690648,0.0060778544,0.0941393165,0.0088622109,0.0573193639,0.0355584671,0.0012644046,-1.26437740277652E-07,0.0796896368,0.0063504386,-1.79024500539526E-05,0.035552565,0.0012639849,2.3115464853,1.3121529395,1.7217453366
93,20172061_H1.mp3,happy,2,129.19921875,9669,311.9032258065,0.2766077518,0.2971755862,0.0883133262,0.5507458475,0.2518481006,0.0634274658,0.2678281131,0.1077099584,0.0116014351,1.0649158955,6.012401104,36.1489677429,-4.312684536,54.2193031311,2939.7329101563,0.0039345957,3.0957233906,9.5835027695,0.0670928508,0.0220571272,0.0004865168,1909.8085848745,537.1136202761,288491.041086132,1920.8523229692,399.3285965901,159463.328054643,22.6166730926,9.0931562951,82.6854914074,3951.009957315,1302.440263093,1696350.6389258,0.8439015017,1.0007328399,1.0014662168,0.0103187454,0.0621241141,0.0038594055,0.1010651625,0.0325591703,0.0010600996,-8.02750037109945E-06,0.0529424809,0.0028029061,-5.82921484237886E-06,0.033318609,0.0011101296,1.9748571429,1.240290677,1.5383209635
94,201501004_H2.mp3,happy,2,112.3471467391,6076,264.1739130435,0.319619298,0.3214077353,0.1033029333,0.4939089382,0.2764093393,0.0764021228,0.2531462583,0.1387454692,0.0192503052,0.5934627056,8.1743412018,66.8198471069,-9.8247156143,55.6580734253,3097.8210449219,0.0116973808,2.3490338326,5.5179600716,0.0479872264,0.0321380496,0.0010328543,2367.2133724855,607.0883378332,368556.249933033,2054.1184383958,344.1318327992,118426.718345706,21.1760690566,8.2614437342,68.2514525734,4308.3484307651,1166.8391665564,1361513.64060995,0.5752908446,0.7162704688,0.5130433845,-0.0074683044,0.0699330901,0.0048906371,0.1498004782,0.054879483,0.0030117577,-0.0042455439,0.0472630896,0.0022337998,-0.0001207902,0.0255632456,0.0006534795,7.4755353993,4.7318312105,22.390226605
95,20172053_H2.mp3,happy,2,117.4538352273,3079,181.1176470588,0.3226228058,0.2924230397,0.0855112299,0.4380097598,0.2742558286,0.0752162595,0.2388161202,0.1621733457,0.0263001941,2.3352327347,19.0668010712,363.5429077148,-5.0598726273,52.5890693665,2765.6101074219,0.063471891,3.3714239597,11.3664999008,0.0941561013,0.0371843167,0.0013826734,1708.804495201,729.6579257391,532400.688593937,2057.6546118063,596.2647962709,355531.707271928,26.0715056319,8.0384701189,64.617001853,3745.4254834641,1748.3605225678,3056764.5168735,0.9559485812,1.1237737961,1.2628675447,-0.0226334294,0.0846906963,0.007172514,0.0734852333,0.0366663431,0.0013444207,5.88966067880392E-05,0.0929481834,0.0086393645,4.97745713801123E-06,0.0202713888,0.0004109292,2.8630204082,1.5208822141,2.313082709
96,201501176_H1.mp3,happy,2,107.666015625,11904,372,0.3033094704,0.2956267595,0.0873951763,0.5276076297,0.2481110046,0.0615590706,0.2703731286,0.101151889,0.0102317047,1.1788169146,5.4935259819,30.1788272858,-18.0117359161,77.2933654785,5974.2641601563,0.0137517797,2.2864084244,5.227663517,0.0776850209,0.0197706185,0.0003908774,1384.0265207989,258.3251886851,66731.9031091837,853.6914435914,105.8854992299,11211.7389471666,23.5623164305,9.0357696704,81.6451335365,2287.9926688864,343.2657453021,117831.371897788,1.0272280091,1.1053213616,1.2217353125,-0.0030931979,0.0707830859,0.0050102453,0.1167512436,0.0312920761,0.000979194,-0.000039967,0.0617771521,0.0038164165,-0.000056264,0.030299969,0.0009180881,5.6087800454,2.8187387162,7.9452879503
97,20172054_H2.mp3,happy,2,99.3840144231,6330,287.7272727273,0.3277073205,0.3074997962,0.094556123,0.4723209036,0.2794746518,0.078106081,0.2524315297,0.140041623,0.0196116562,1.8201586008,12.1963376999,148.7506561279,-10.5909767151,58.8022689819,3457.70703125,0.035002023,2.7067325115,7.3264007568,0.0800955221,0.0386026986,0.0014901684,2101.8755288023,996.8503753018,993710.670739318,2463.4784556331,408.7955552173,167113.805965429,24.5771582811,6.4208673669,41.2275377436,4534.6183345003,1959.6993954942,3840421.72070036,0.7822379334,0.9528466715,0.9079167794,0.0008289226,0.0864686175,0.0074768218,0.0936670843,0.0979265527,0.0095896097,-2.69013912657101E-06,0.0777630806,0.006047097,-2.54306141869165E-05,0.0227844976,0.0005191333,2.6006349206,1.1448403137,1.3106593438
98,20161087_H1.mp3,happy,2,172.265625,4179,174.125,0.335359633,0.3008956313,0.0905381814,0.4834798299,0.2808473922,0.0788752577,0.2631623008,0.1186546956,0.0140789368,0.5272994041,4.9406137466,24.4096660614,-5.738656044,65.2392501831,4256.1596679688,0.0574067533,3.2927727699,10.8423528671,0.0423450768,0.0244785026,0.0005991971,2423.6405500154,774.0483055109,599150.779264294,2697.3231286281,383.573358485,147128.521339451,26.1442155384,14.2745424922,203.7625633629,5859.2840443487,1609.3443704497,2589989.30269817,0.4195278213,0.5754297245,0.3311193678,0.00654548,0.0725521548,0.0052638152,0.0967778745,0.0564027169,0.0031812665,-1.68954375112662E-05,0.0309092887,0.0009553842,-2.34295366681181E-05,0.0298479814,0.000890902,1.8227664399,1.0253785795,1.0514012314
99,201556137_H1.mp3,happy,2,129.19921875,6034,241.36,0.2662086785,0.2825596333,0.0798399448,0.5086997708,0.2437804521,0.0594289088,0.2647028746,0.115176914,0.0132657215,28.1706962585,117.6617355347,13844.283203125,1.9552429914,24.6247997284,606.3807373047,0.0112405391,1.842810154,3.3959493637,0.3697015643,0.0534943119,0.0028616413,2542.5018070265,678.3106739177,460105.370350707,2516.6876193767,462.1857247515,213615.64416406,20.7020884649,6.6065650877,43.6467022581,5351.6900390625,1770.2112687596,3133647.9360434,4.7572530635,4.9655942454,24.6571262096,-0.0093061128,0.0656708063,0.0043126548,0.124359375,0.0356301724,0.0012695092,-4.12770568800624E-05,0.3293395042,0.1084645167,6.43378662061877E-05,0.101871714,0.0103778467,2.9013333333,1.794625741,3.2206815503
100,20172054_H1.mp3,happy,2,103.359375,15878,453.6571428571,0.2660675645,0.2848718464,0.0811519697,0.4715078458,0.2598212508,0.0675070824,0.2536881551,0.1377521444,0.0189756533,1.2324402332,5.9667992592,35.6026916504,-10.9848995209,47.4748458862,2253.8608398438,0.0077900384,2.9389183521,8.6372413635,0.0723940283,0.0263156556,0.0006925137,2291.8578709042,765.5242908419,586027.439868937,2425.6323126966,501.2185056137,251219.990369605,23.2802924809,6.7551775529,45.6324237715,4870.390010904,1815.2298496174,3295059.40694208,0.8899146767,1.0965609536,1.2024459249,-0.0307955301,0.0767470362,0.0058901076,0.1213788304,0.0500530781,0.0025053106,-4.14991336583626E-06,0.0600176528,0.0036021185,2.0676570784417E-06,0.0301531609,0.0009092132,2.0897959184,1.1256530137,1.2670947072
101,2018900070_H2.mp3,happy,2,92.28515625,1543,140.2727272727,0.3238080144,0.2877009213,0.0827718228,0.5231707025,0.2468023963,0.0609114228,0.2614729835,0.1223323843,0.0149652122,0.6299600005,2.3570506573,5.5556874275,-13.3547735214,40.8147583008,1665.8443603516,0.0456127562,2.5927095413,6.7221426964,0.0620256439,0.0189449526,0.0003589112,2734.4154818333,427.1417009492,182450.032689784,2252.9304299992,227.5656106672,51786.1071583548,24.7186129991,8.7466941903,76.5046592589,5210.7230808424,727.252154228,528895.695829211,0.7914959467,0.8722179735,0.7607641933,0.0046222788,0.0833840587,0.0069529012,0.1896886727,0.0488524147,0.0023865584,1.47781420878346E-07,0.0549508333,0.0030195941,5.99048689764459E-06,0.0187714379,0.0003523669,3.5048472722,2.826922218,7.9914892266
102,20161096_H1.mp3,happy,2,80.7495117188,3421,228.0666666667,0.2550123036,0.2958402634,0.0875214562,0.416016397,0.2935800174,0.0861892266,0.236136102,0.1660514217,0.0275730747,8.0300216675,60.5461044312,3665.8305664063,-0.4751532972,43.7173500061,1911.2067871094,0.038220305,2.4381146431,5.9444026947,0.1772263944,0.055281911,0.0030560899,1805.1162346657,540.009473168,291610.231111228,2364.8568804595,333.9501740046,111522.718717735,22.5310645237,6.476683617,41.947430675,3947.7121752362,1670.0614754508,2789105.33178499,1.4921636208,1.7308262673,2.9957595676,0.0212892982,0.074188299,0.0055039037,0.0603188212,0.0254975339,0.0006501242,6.01339797867695E-06,0.1655047536,0.0273918249,-0.000060303,0.0593366027,0.0035208326,2.6760997732,1.7398375166,3.0270345841
103,201516045.mka,happy,2,135.9991776316,6873,254.5555555556,0.5180300474,0.2812335789,0.0790923312,0.592278546,0.2553468987,0.0652020387,0.274334483,0.0898550208,0.0080739248,11.4421396255,119.55493927,14293.3828125,2.6210632324,27.3315868378,747.015625,0.0430525839,3.0135028362,9.081199646,0.1921968907,0.1156290993,0.0133700883,2641.4189239536,715.7413485192,512285.677980025,2545.8511508439,266.3350135601,70934.3394480478,19.883425617,6.8875811023,47.4387734413,5518.4216308594,1215.165349225,1476626.825957,2.1101843965,2.604250491,6.7821206201,-0.0001639667,0.0494996793,0.0024502183,0.1235604745,0.0761948903,0.0058056613,-5.46943795143307E-07,0.1407449245,0.0198091343,4.48054961452726E-05,0.1295266598,0.0167771541,1.5673469388,0.9178933539,0.8425282091
104,2018900070_H1.mp3,happy,2,103.359375,4800,240,0.3797590137,0.2956076562,0.0873838812,0.5904525689,0.2459703674,0.0605014217,0.2736497015,0.0919193896,0.0084491742,0.1260627508,0.9487071633,0.9000453353,-6.1177892685,62.4221725464,3896.5278320313,0.0643683597,3.2009000778,10.2457609177,0.0242484882,0.0085277027,7.272171205841E-05,2994.0264293471,624.2858002035,389732.760335768,2764.265082121,296.5134175489,87920.2067865181,21.8152424616,6.0612494868,36.7387453409,6472.4593761355,1116.0262151933,1245514.51299875,0.3045586596,0.3533832134,0.1248796955,0.012056541,0.0518028962,0.0026835401,0.1460519244,0.0533834819,0.0028497961,-6.22325444510352E-07,0.0191201884,0.0003655816,2.01106868189527E-05,0.0103586959,0.0001073026,1.7647165533,0.958058818,0.9178766987
105,201501155_H2.mp3,happy,2,129.19921875,7506,268.0714285714,0.2053392231,0.285702914,0.081626147,0.3524132361,0.279305164,0.0780113747,0.2128276142,0.1950326639,0.03803774,8.852432251,58.6056518555,3434.6223144531,3.5086488724,43.3925895691,1882.9169921875,0.0330977552,1.8037604094,3.2535514832,0.1921916455,0.0507363342,0.0025741756,1515.3527749965,599.8661333539,359839.377944952,1854.2311881606,462.7909836939,214175.49458835,22.897926964,6.0423517876,36.5100151251,2780.5015035195,1534.1330510726,2353564.21839315,1.8322829223,1.9117173768,3.6546633288,-0.0216464295,0.108646352,0.0118040298,0.0765642726,0.0310294653,0.0009628277,-7.20014759281185E-06,0.1855884343,0.0344430655,0.0004675869,0.0352331996,0.0012413784,7.8390566893,4.9302170264,24.3070399271
